STATE,DISTRICT,DISTRICT_NS,CIRCUIT,CHAP_12,QTR_ENDED,DATE
NEVADA,NEVADA,NV,NINTH CIRCUIT,0,12/31/97,1997-12-31
OREGON,OREGON,OR,NINTH CIRCUIT,2,12/31/97,1997-12-31
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,8,12/31/97,1997-12-31
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,5,12/31/97,1997-12-31
GUAM,GUAM,GUAM,NINTH CIRCUIT,0,12/31/97,1997-12-31
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,0,12/31/97,1997-12-31
,TOTAL,,TENTH CIRCUIT,108,12/31/97,1997-12-31
COLORADO,COLORADO,CO,TENTH CIRCUIT,20,12/31/97,1997-12-31
KANSAS,KANSAS,KS,TENTH CIRCUIT,24,12/31/97,1997-12-31
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,4,12/31/97,1997-12-31
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,3,12/31/97,1997-12-31
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,15,12/31/97,1997-12-31
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,32,12/31/97,1997-12-31
UTAH,UTAH,UT,TENTH CIRCUIT,6,12/31/97,1997-12-31
WYOMING,WYOMING,WY,TENTH CIRCUIT,4,12/31/97,1997-12-31
,TOTAL,,ELEVENTH CIRCUIT,76,12/31/97,1997-12-31
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,3,12/31/97,1997-12-31
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,7,12/31/97,1997-12-31
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,1,12/31/97,1997-12-31
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,0,12/31/97,1997-12-31
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,12,12/31/97,1997-12-31
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,2,12/31/97,1997-12-31
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,3,12/31/97,1997-12-31
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,39,12/31/97,1997-12-31
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,9,12/31/97,1997-12-31
,TOTAL,,TOTAL,1006,06/30/97,1997-06-30
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,0,06/30/97,1997-06-30
,TOTAL,,FIRST CIRCUIT,8,06/30/97,1997-06-30
MAINE,MAINE,ME,FIRST CIRCUIT,3,06/30/97,1997-06-30
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,0,06/30/97,1997-06-30
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,3,06/30/97,1997-06-30
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,0,06/30/97,1997-06-30
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,2,06/30/97,1997-06-30
,TOTAL,,SECOND CIRCUIT,50,06/30/97,1997-06-30
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,2,06/30/97,1997-06-30
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,34,06/30/97,1997-06-30
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,0,06/30/97,1997-06-30
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,4,06/30/97,1997-06-30
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,6,06/30/97,1997-06-30
VERMONT,VERMONT,VT,SECOND CIRCUIT,4,06/30/97,1997-06-30
,TOTAL,,THIRD CIRCUIT,27,06/30/97,1997-06-30
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,2,06/30/97,1997-06-30
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,1,06/30/97,1997-06-30
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,11,06/30/97,1997-06-30
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,5,06/30/97,1997-06-30
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,8,06/30/97,1997-06-30
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,0,06/30/97,1997-06-30
,TOTAL,,FOURTH CIRCUIT,34,06/30/97,1997-06-30
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,5,06/30/97,1997-06-30
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,11,06/30/97,1997-06-30
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,1,06/30/97,1997-06-30
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,1,06/30/97,1997-06-30
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,6,06/30/97,1997-06-30
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,3,06/30/97,1997-06-30
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,6,06/30/97,1997-06-30
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,1,06/30/97,1997-06-30
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,0,06/30/97,1997-06-30
,TOTAL,,FIFTH CIRCUIT,192,06/30/97,1997-06-30
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,1,06/30/97,1997-06-30
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,0,06/30/97,1997-06-30
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,69,06/30/97,1997-06-30
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,18,06/30/97,1997-06-30
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,6,06/30/97,1997-06-30
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,56,06/30/97,1997-06-30
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,16,06/30/97,1997-06-30
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,14,06/30/97,1997-06-30
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,12,06/30/97,1997-06-30
,TOTAL,,SIXTH CIRCUIT,68,06/30/97,1997-06-30
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,5,06/30/97,1997-06-30
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,6,06/30/97,1997-06-30
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,13,06/30/97,1997-06-30
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,13,06/30/97,1997-06-30
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,8,06/30/97,1997-06-30
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,7,06/30/97,1997-06-30
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,10,06/30/97,1997-06-30
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,3,06/30/97,1997-06-30
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,3,06/30/97,1997-06-30
,TOTAL,,SEVENTH CIRCUIT,79,06/30/97,1997-06-30
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,0,06/30/97,1997-06-30
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,19,06/30/97,1997-06-30
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,6,06/30/97,1997-06-30
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,8,06/30/97,1997-06-30
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,8,06/30/97,1997-06-30
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,9,06/30/97,1997-06-30
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,29,06/30/97,1997-06-30
,TOTAL,,EIGHTH CIRCUIT,224,06/30/97,1997-06-30
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,7,06/30/97,1997-06-30
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,7,06/30/97,1997-06-30
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,9,06/30/97,1997-06-30
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,6,06/30/97,1997-06-30
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,27,06/30/97,1997-06-30
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,3,06/30/97,1997-06-30
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,14,06/30/97,1997-06-30
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,58,06/30/97,1997-06-30
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,50,06/30/97,1997-06-30
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,43,06/30/97,1997-06-30
,TOTAL,,NINTH CIRCUIT,139,06/30/97,1997-06-30
ALASKA,ALASKA,AK,NINTH CIRCUIT,0,06/30/97,1997-06-30
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,6,06/30/97,1997-06-30
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,4,06/30/97,1997-06-30
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,31,06/30/97,1997-06-30
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,8,06/30/97,1997-06-30
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,2,06/30/97,1997-06-30
HAWAII,HAWAII,HI,NINTH CIRCUIT,0,06/30/97,1997-06-30
IDAHO,IDAHO,ID,NINTH CIRCUIT,39,06/30/97,1997-06-30
MONTANA,MONTANA,MT,NINTH CIRCUIT,22,06/30/97,1997-06-30
NEVADA,NEVADA,NV,NINTH CIRCUIT,3,06/30/97,1997-06-30
OREGON,OREGON,OR,NINTH CIRCUIT,9,06/30/97,1997-06-30
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,10,06/30/97,1997-06-30
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,5,06/30/97,1997-06-30
GUAM,GUAM,GUAM,NINTH CIRCUIT,0,06/30/97,1997-06-30
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,0,06/30/97,1997-06-30
,TOTAL,,TENTH CIRCUIT,114,06/30/97,1997-06-30
COLORADO,COLORADO,CO,TENTH CIRCUIT,19,06/30/97,1997-06-30
KANSAS,KANSAS,KS,TENTH CIRCUIT,24,06/30/97,1997-06-30
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,9,06/30/97,1997-06-30
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,3,06/30/97,1997-06-30
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,15,06/30/97,1997-06-30
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,34,06/30/97,1997-06-30
UTAH,UTAH,UT,TENTH CIRCUIT,7,06/30/97,1997-06-30
WYOMING,WYOMING,WY,TENTH CIRCUIT,3,06/30/97,1997-06-30
,TOTAL,,ELEVENTH CIRCUIT,71,06/30/97,1997-06-30
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,2,06/30/97,1997-06-30
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,7,06/30/97,1997-06-30
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,2,06/30/97,1997-06-30
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,1,06/30/97,1997-06-30
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,11,06/30/97,1997-06-30
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,2,06/30/97,1997-06-30
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,5,06/30/97,1997-06-30
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,34,06/30/97,1997-06-30
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,7,06/30/97,1997-06-30
,TOTAL,,TOTAL,1050,03/31/97,1997-03-31
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,0,03/31/97,1997-03-31
,TOTAL,,FIRST CIRCUIT,7,03/31/97,1997-03-31
MAINE,MAINE,ME,FIRST CIRCUIT,3,03/31/97,1997-03-31
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,0,03/31/97,1997-03-31
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,1,03/31/97,1997-03-31
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,0,03/31/97,1997-03-31
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,3,03/31/97,1997-03-31
,TOTAL,,SECOND CIRCUIT,51,03/31/97,1997-03-31
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,2,03/31/97,1997-03-31
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,35,03/31/97,1997-03-31
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,0,03/31/97,1997-03-31
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,4,03/31/97,1997-03-31
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,6,03/31/97,1997-03-31
VERMONT,VERMONT,VT,SECOND CIRCUIT,4,03/31/97,1997-03-31
,TOTAL,,THIRD CIRCUIT,28,03/31/97,1997-03-31
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,3,03/31/97,1997-03-31
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,2,03/31/97,1997-03-31
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,10,03/31/97,1997-03-31
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,4,03/31/97,1997-03-31
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,9,03/31/97,1997-03-31
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,0,03/31/97,1997-03-31
,TOTAL,,FOURTH CIRCUIT,45,03/31/97,1997-03-31
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,4,03/31/97,1997-03-31
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,13,03/31/97,1997-03-31
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,1,03/31/97,1997-03-31
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,4,03/31/97,1997-03-31
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,8,03/31/97,1997-03-31
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,7,03/31/97,1997-03-31
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,8,03/31/97,1997-03-31
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,0,03/31/97,1997-03-31
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,0,03/31/97,1997-03-31
,TOTAL,,FIFTH CIRCUIT,197,03/31/97,1997-03-31
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,3,03/31/97,1997-03-31
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,0,03/31/97,1997-03-31
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,66,03/31/97,1997-03-31
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,17,03/31/97,1997-03-31
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,4,03/31/97,1997-03-31
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,53,03/31/97,1997-03-31
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,25,03/31/97,1997-03-31
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,11,03/31/97,1997-03-31
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,18,03/31/97,1997-03-31
,TOTAL,,SIXTH CIRCUIT,79,03/31/97,1997-03-31
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,7,03/31/97,1997-03-31
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,5,03/31/97,1997-03-31
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,18,03/31/97,1997-03-31
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,12,03/31/97,1997-03-31
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,8,03/31/97,1997-03-31
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,8,03/31/97,1997-03-31
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,12,03/31/97,1997-03-31
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,7,03/31/97,1997-03-31
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,2,03/31/97,1997-03-31
,TOTAL,,SEVENTH CIRCUIT,88,03/31/97,1997-03-31
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,0,03/31/97,1997-03-31
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,21,03/31/97,1997-03-31
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,9,03/31/97,1997-03-31
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,6,03/31/97,1997-03-31
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,6,03/31/97,1997-03-31
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,13,03/31/97,1997-03-31
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,33,03/31/97,1997-03-31
,TOTAL,,EIGHTH CIRCUIT,228,03/31/97,1997-03-31
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,7,03/31/97,1997-03-31
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,4,03/31/97,1997-03-31
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,11,03/31/97,1997-03-31
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,5,03/31/97,1997-03-31
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,24,03/31/97,1997-03-31
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,2,03/31/97,1997-03-31
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,18,03/31/97,1997-03-31
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,59,03/31/97,1997-03-31
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,51,03/31/97,1997-03-31
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,47,03/31/97,1997-03-31
,TOTAL,,NINTH CIRCUIT,129,03/31/97,1997-03-31
ALASKA,ALASKA,AK,NINTH CIRCUIT,0,03/31/97,1997-03-31
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,3,03/31/97,1997-03-31
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,6,03/31/97,1997-03-31
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,40,03/31/97,1997-03-31
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,7,03/31/97,1997-03-31
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,2,03/31/97,1997-03-31
HAWAII,HAWAII,HI,NINTH CIRCUIT,0,03/31/97,1997-03-31
IDAHO,IDAHO,ID,NINTH CIRCUIT,20,03/31/97,1997-03-31
MONTANA,MONTANA,MT,NINTH CIRCUIT,22,03/31/97,1997-03-31
NEVADA,NEVADA,NV,NINTH CIRCUIT,3,03/31/97,1997-03-31
OREGON,OREGON,OR,NINTH CIRCUIT,9,03/31/97,1997-03-31
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,12,03/31/97,1997-03-31
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,5,03/31/97,1997-03-31
GUAM,GUAM,GUAM,NINTH CIRCUIT,0,03/31/97,1997-03-31
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,0,03/31/97,1997-03-31
,TOTAL,,TENTH CIRCUIT,124,03/31/97,1997-03-31
COLORADO,COLORADO,CO,TENTH CIRCUIT,19,03/31/97,1997-03-31
KANSAS,KANSAS,KS,TENTH CIRCUIT,32,03/31/97,1997-03-31
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,10,03/31/97,1997-03-31
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,3,03/31/97,1997-03-31
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,13,03/31/97,1997-03-31
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,41,03/31/97,1997-03-31
UTAH,UTAH,UT,TENTH CIRCUIT,4,03/31/97,1997-03-31
WYOMING,WYOMING,WY,TENTH CIRCUIT,2,03/31/97,1997-03-31
,TOTAL,,ELEVENTH CIRCUIT,74,03/31/97,1997-03-31
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,4,03/31/97,1997-03-31
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,4,03/31/97,1997-03-31
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,3,03/31/97,1997-03-31
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,1,03/31/97,1997-03-31
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,15,03/31/97,1997-03-31
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,2,03/31/97,1997-03-31
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,5,03/31/97,1997-03-31
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,32,03/31/97,1997-03-31
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,8,03/31/97,1997-03-31
,TOTAL,,TOTAL,1083,12/31/96,1996-12-31
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,0,12/31/96,1996-12-31
,TOTAL,,FIRST CIRCUIT,8,12/31/96,1996-12-31
MAINE,MAINE,ME,FIRST CIRCUIT,4,12/31/96,1996-12-31
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,1,12/31/96,1996-12-31
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,1,12/31/96,1996-12-31
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,0,12/31/96,1996-12-31
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,2,12/31/96,1996-12-31
,TOTAL,,SECOND CIRCUIT,49,12/31/96,1996-12-31
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,1,12/31/96,1996-12-31
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,32,12/31/96,1996-12-31
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,0,12/31/96,1996-12-31
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,5,12/31/96,1996-12-31
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,5,12/31/96,1996-12-31
VERMONT,VERMONT,VT,SECOND CIRCUIT,6,12/31/96,1996-12-31
,TOTAL,,THIRD CIRCUIT,25,12/31/96,1996-12-31
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,3,12/31/96,1996-12-31
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,3,12/31/96,1996-12-31
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,8,12/31/96,1996-12-31
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,4,12/31/96,1996-12-31
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,7,12/31/96,1996-12-31
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,0,12/31/96,1996-12-31
,TOTAL,,FOURTH CIRCUIT,41,12/31/96,1996-12-31
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,4,12/31/96,1996-12-31
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,10,12/31/96,1996-12-31
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,2,12/31/96,1996-12-31
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,3,12/31/96,1996-12-31
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,6,12/31/96,1996-12-31
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,8,12/31/96,1996-12-31
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,7,12/31/96,1996-12-31
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,1,12/31/96,1996-12-31
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,0,12/31/96,1996-12-31
,TOTAL,,FIFTH CIRCUIT,211,12/31/96,1996-12-31
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,5,12/31/96,1996-12-31
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,2,12/31/96,1996-12-31
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,61,12/31/96,1996-12-31
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,20,12/31/96,1996-12-31
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,3,12/31/96,1996-12-31
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,50,12/31/96,1996-12-31
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,36,12/31/96,1996-12-31
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,14,12/31/96,1996-12-31
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,20,12/31/96,1996-12-31
,TOTAL,,SIXTH CIRCUIT,81,12/31/96,1996-12-31
